calculation_name,geometry_type,distance,charge,multiplicity,method,basis,total_energy_hartree,relative_energy_ev,normal_termination,optimization_converged,has_imaginary_frequencies,n_imaginary_frequencies,lowest_frequency_cm-1,is_true_minimum,xyz_file,output_file
B6_random_3d_seed1002_d3.00_q0_m5_R2SCAN-3C,random_3d_seed1002,3.0,0,5,R2SCAN-3C,,-148.669768449462,2.00217843,True,True,,,,False,calculations/stage1/B6_random_3d_seed1002_d3.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1002_d3.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1002_d3.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1002_d3.00_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1004_d3.50_q0_m5_R2SCAN-3C,random_3d_seed1004,3.5,0,5,R2SCAN-3C,,-148.669768393058,2.00217996,True,True,,,,False,calculations/stage1/B6_random_3d_seed1004_d3.50_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d3.50_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1004_d3.50_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d3.50_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1000_d2.20_q0_m5_R2SCAN-3C,random_3d_seed1000,2.2,0,5,R2SCAN-3C,,-148.669767415455,2.00220656,True,True,,,,False,calculations/stage1/B6_random_3d_seed1000_d2.20_q0_m5_R2SCAN-3C/B6_random_3d_seed1000_d2.20_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1000_d2.20_q0_m5_R2SCAN-3C/B6_random_3d_seed1000_d2.20_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1004_d1.60_q0_m5_R2SCAN-3C,random_3d_seed1004,1.6,0,5,R2SCAN-3C,,-148.669767311050,2.00220941,True,True,,,,False,calculations/stage1/B6_random_3d_seed1004_d1.60_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d1.60_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1004_d1.60_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d1.60_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1000_d1.80_q0_m5_R2SCAN-3C,random_3d_seed1000,1.8,0,5,R2SCAN-3C,,-148.669767134429,2.00221421,True,True,,,,False,calculations/stage1/B6_random_3d_seed1000_d1.80_q0_m5_R2SCAN-3C/B6_random_3d_seed1000_d1.80_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1000_d1.80_q0_m5_R2SCAN-3C/B6_random_3d_seed1000_d1.80_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1004_d1.80_q0_m5_R2SCAN-3C,random_3d_seed1004,1.8,0,5,R2SCAN-3C,,-148.669766872019,2.00222135,True,True,,,,False,calculations/stage1/B6_random_3d_seed1004_d1.80_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d1.80_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1004_d1.80_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d1.80_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1004_d2.50_q0_m5_R2SCAN-3C,random_3d_seed1004,2.5,0,5,R2SCAN-3C,,-148.669763679452,2.00230823,True,True,,,,False,calculations/stage1/B6_random_3d_seed1004_d2.50_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d2.50_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1004_d2.50_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d2.50_q0_m5_R2SCAN-3C.out
B6_trigonal_prism_d3.00_q0_m5_R2SCAN-3C,trigonal_prism,3.0,0,5,R2SCAN-3C,,-148.669763609922,2.00231012,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d3.00_q0_m5_R2SCAN-3C/B6_trigonal_prism_d3.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d3.00_q0_m5_R2SCAN-3C/B6_trigonal_prism_d3.00_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1004_d2.20_q0_m5_R2SCAN-3C,random_3d_seed1004,2.2,0,5,R2SCAN-3C,,-148.669763075780,2.00232465,True,True,,,,False,calculations/stage1/B6_random_3d_seed1004_d2.20_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d2.20_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1004_d2.20_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d2.20_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1004_d2.00_q0_m5_R2SCAN-3C,random_3d_seed1004,2.0,0,5,R2SCAN-3C,,-148.669762474344,2.00234102,True,True,,,,False,calculations/stage1/B6_random_3d_seed1004_d2.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d2.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1004_d2.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d2.00_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1003_d2.00_q0_m1_R2SCAN-3C,random_3d_seed1003,2.0,0,1,R2SCAN-3C,,-148.659859000929,2.27182826,True,True,,,,False,calculations/stage1/B6_random_3d_seed1003_d2.00_q0_m1_R2SCAN-3C/B6_random_3d_seed1003_d2.00_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1003_d2.00_q0_m1_R2SCAN-3C/B6_random_3d_seed1003_d2.00_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1003_d1.80_q0_m1_R2SCAN-3C,random_3d_seed1003,1.8,0,1,R2SCAN-3C,,-148.659858540808,2.27184078,True,True,,,,False,calculations/stage1/B6_random_3d_seed1003_d1.80_q0_m1_R2SCAN-3C/B6_random_3d_seed1003_d1.80_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1003_d1.80_q0_m1_R2SCAN-3C/B6_random_3d_seed1003_d1.80_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1003_d1.60_q0_m1_R2SCAN-3C,random_3d_seed1003,1.6,0,1,R2SCAN-3C,,-148.659858377036,2.27184524,True,True,,,,False,calculations/stage1/B6_random_3d_seed1003_d1.60_q0_m1_R2SCAN-3C/B6_random_3d_seed1003_d1.60_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1003_d1.60_q0_m1_R2SCAN-3C/B6_random_3d_seed1003_d1.60_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1001_d1.60_q0_m1_R2SCAN-3C,random_3d_seed1001,1.6,0,1,R2SCAN-3C,,-148.659857306123,2.27187438,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d1.60_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d1.60_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d1.60_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d1.60_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1001_d1.80_q0_m1_R2SCAN-3C,random_3d_seed1001,1.8,0,1,R2SCAN-3C,,-148.659856923674,2.27188478,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d1.80_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d1.80_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d1.80_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d1.80_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1001_d2.00_q0_m1_R2SCAN-3C,random_3d_seed1001,2.0,0,1,R2SCAN-3C,,-148.659856087946,2.27190753,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d2.00_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d2.00_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d2.00_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d2.00_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1001_d2.20_q0_m1_R2SCAN-3C,random_3d_seed1001,2.2,0,1,R2SCAN-3C,,-148.659855588776,2.27192111,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d2.20_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d2.20_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d2.20_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d2.20_q0_m1_R2SCAN-3C.out
B6_octahedral_3d_d1.80_q0_m1_R2SCAN-3C,octahedral_3d,1.8,0,1,R2SCAN-3C,,-148.659848993237,2.27210058,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d1.80_q0_m1_R2SCAN-3C/B6_octahedral_3d_d1.80_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d1.80_q0_m1_R2SCAN-3C/B6_octahedral_3d_d1.80_q0_m1_R2SCAN-3C.out
B6_octahedral_3d_d1.60_q0_m1_R2SCAN-3C,octahedral_3d,1.6,0,1,R2SCAN-3C,,-148.659848864892,2.27210407,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d1.60_q0_m1_R2SCAN-3C/B6_octahedral_3d_d1.60_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d1.60_q0_m1_R2SCAN-3C/B6_octahedral_3d_d1.60_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1003_d3.50_q0_m1_R2SCAN-3C,random_3d_seed1003,3.5,0,1,R2SCAN-3C,,-148.659848559866,2.27211237,True,True,,,,False,calculations/stage1/B6_random_3d_seed1003_d3.50_q0_m1_R2SCAN-3C/B6_random_3d_seed1003_d3.50_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1003_d3.50_q0_m1_R2SCAN-3C/B6_random_3d_seed1003_d3.50_q0_m1_R2SCAN-3C.out
B6_octahedral_3d_d2.00_q0_m1_R2SCAN-3C,octahedral_3d,2.0,0,1,R2SCAN-3C,,-148.659848465458,2.27211494,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d2.00_q0_m1_R2SCAN-3C/B6_octahedral_3d_d2.00_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d2.00_q0_m1_R2SCAN-3C/B6_octahedral_3d_d2.00_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1002_d1.60_q0_m5_R2SCAN-3C,random_3d_seed1002,1.6,0,5,R2SCAN-3C,,-148.658756685459,2.30182379,True,True,,,,False,calculations/stage1/B6_random_3d_seed1002_d1.60_q0_m5_R2SCAN-3C/B6_random_3d_seed1002_d1.60_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1002_d1.60_q0_m5_R2SCAN-3C/B6_random_3d_seed1002_d1.60_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1000_d2.00_q0_m5_R2SCAN-3C,random_3d_seed1000,2.0,0,5,R2SCAN-3C,,-148.658740789874,2.30225633,True,True,,,,False,calculations/stage1/B6_random_3d_seed1000_d2.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1000_d2.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1000_d2.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1000_d2.00_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1001_d2.50_q0_m5_R2SCAN-3C,random_3d_seed1001,2.5,0,5,R2SCAN-3C,,-148.645480264250,2.66309362,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d2.50_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d2.50_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d2.50_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d2.50_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1001_d2.20_q0_m5_R2SCAN-3C,random_3d_seed1001,2.2,0,5,R2SCAN-3C,,-148.645478687534,2.66313652,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d2.20_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d2.20_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d2.20_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d2.20_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1001_d1.80_q0_m5_R2SCAN-3C,random_3d_seed1001,1.8,0,5,R2SCAN-3C,,-148.645478400310,2.66314434,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d1.80_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d1.80_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d1.80_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d1.80_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1001_d2.00_q0_m5_R2SCAN-3C,random_3d_seed1001,2.0,0,5,R2SCAN-3C,,-148.645478115826,2.66315208,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d2.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d2.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d2.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d2.00_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1001_d1.60_q0_m5_R2SCAN-3C,random_3d_seed1001,1.6,0,5,R2SCAN-3C,,-148.645477913842,2.66315757,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d1.60_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d1.60_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d1.60_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d1.60_q0_m5_R2SCAN-3C.out
B6_octahedral_3d_d2.20_q0_m5_R2SCAN-3C,octahedral_3d,2.2,0,5,R2SCAN-3C,,-148.645473273644,2.66328384,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d2.20_q0_m5_R2SCAN-3C/B6_octahedral_3d_d2.20_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d2.20_q0_m5_R2SCAN-3C/B6_octahedral_3d_d2.20_q0_m5_R2SCAN-3C.out
B6_octahedral_3d_d3.50_q0_m5_R2SCAN-3C,octahedral_3d,3.5,0,5,R2SCAN-3C,,-148.645472357653,2.66330877,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d3.50_q0_m5_R2SCAN-3C/B6_octahedral_3d_d3.50_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d3.50_q0_m5_R2SCAN-3C/B6_octahedral_3d_d3.50_q0_m5_R2SCAN-3C.out
B6_octahedral_3d_d1.60_q0_m5_R2SCAN-3C,octahedral_3d,1.6,0,5,R2SCAN-3C,,-148.645472274961,2.66331102,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d1.60_q0_m5_R2SCAN-3C/B6_octahedral_3d_d1.60_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d1.60_q0_m5_R2SCAN-3C/B6_octahedral_3d_d1.60_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1001_d3.00_q0_m5_R2SCAN-3C,random_3d_seed1001,3.0,0,5,R2SCAN-3C,,-148.645471702323,2.66332660,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d3.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d3.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d3.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d3.00_q0_m5_R2SCAN-3C.out
B6_octahedral_3d_d2.50_q0_m5_R2SCAN-3C,octahedral_3d,2.5,0,5,R2SCAN-3C,,-148.645470319468,2.66336423,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d2.50_q0_m5_R2SCAN-3C/B6_octahedral_3d_d2.50_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d2.50_q0_m5_R2SCAN-3C/B6_octahedral_3d_d2.50_q0_m5_R2SCAN-3C.out
B6_octahedral_3d_d2.00_q0_m5_R2SCAN-3C,octahedral_3d,2.0,0,5,R2SCAN-3C,,-148.645469967320,2.66337381,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d2.00_q0_m5_R2SCAN-3C/B6_octahedral_3d_d2.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d2.00_q0_m5_R2SCAN-3C/B6_octahedral_3d_d2.00_q0_m5_R2SCAN-3C.out
B6_octahedral_3d_d3.00_q0_m5_R2SCAN-3C,octahedral_3d,3.0,0,5,R2SCAN-3C,,-148.645469863757,2.66337663,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d3.00_q0_m5_R2SCAN-3C/B6_octahedral_3d_d3.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d3.00_q0_m5_R2SCAN-3C/B6_octahedral_3d_d3.00_q0_m5_R2SCAN-3C.out
B6_octahedral_3d_d1.80_q0_m5_R2SCAN-3C,octahedral_3d,1.8,0,5,R2SCAN-3C,,-148.645468655753,2.66340950,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d1.80_q0_m5_R2SCAN-3C/B6_octahedral_3d_d1.80_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d1.80_q0_m5_R2SCAN-3C/B6_octahedral_3d_d1.80_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1003_d1.80_q0_m5_R2SCAN-3C,random_3d_seed1003,1.8,0,5,R2SCAN-3C,,-148.645458065080,2.66369769,True,True,,,,False,calculations/stage1/B6_random_3d_seed1003_d1.80_q0_m5_R2SCAN-3C/B6_random_3d_seed1003_d1.80_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1003_d1.80_q0_m5_R2SCAN-3C/B6_random_3d_seed1003_d1.80_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1003_d1.60_q0_m5_R2SCAN-3C,random_3d_seed1003,1.6,0,5,R2SCAN-3C,,-148.645457554310,2.66371159,True,True,,,,False,calculations/stage1/B6_random_3d_seed1003_d1.60_q0_m5_R2SCAN-3C/B6_random_3d_seed1003_d1.60_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1003_d1.60_q0_m5_R2SCAN-3C/B6_random_3d_seed1003_d1.60_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1003_d2.00_q0_m5_R2SCAN-3C,random_3d_seed1003,2.0,0,5,R2SCAN-3C,,-148.645456844957,2.66373089,True,True,,,,False,calculations/stage1/B6_random_3d_seed1003_d2.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1003_d2.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1003_d2.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1003_d2.00_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1003_d2.20_q0_m5_R2SCAN-3C,random_3d_seed1003,2.2,0,5,R2SCAN-3C,,-148.645456557650,2.66373871,True,True,,,,False,calculations/stage1/B6_random_3d_seed1003_d2.20_q0_m5_R2SCAN-3C/B6_random_3d_seed1003_d2.20_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1003_d2.20_q0_m5_R2SCAN-3C/B6_random_3d_seed1003_d2.20_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1003_d2.50_q0_m5_R2SCAN-3C,random_3d_seed1003,2.5,0,5,R2SCAN-3C,,-148.645456303010,2.66374564,True,True,,,,False,calculations/stage1/B6_random_3d_seed1003_d2.50_q0_m5_R2SCAN-3C/B6_random_3d_seed1003_d2.50_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1003_d2.50_q0_m5_R2SCAN-3C/B6_random_3d_seed1003_d2.50_q0_m5_R2SCAN-3C.out
B6_octahedral_3d_d3.00_q0_m1_R2SCAN-3C,octahedral_3d,3.0,0,1,R2SCAN-3C,,-148.633292127542,2.99474971,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d3.00_q0_m1_R2SCAN-3C/B6_octahedral_3d_d3.00_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d3.00_q0_m1_R2SCAN-3C/B6_octahedral_3d_d3.00_q0_m1_R2SCAN-3C.out
B6_octahedral_3d_d2.50_q0_m1_R2SCAN-3C,octahedral_3d,2.5,0,1,R2SCAN-3C,,-148.633292052440,2.99475176,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d2.50_q0_m1_R2SCAN-3C/B6_octahedral_3d_d2.50_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d2.50_q0_m1_R2SCAN-3C/B6_octahedral_3d_d2.50_q0_m1_R2SCAN-3C.out
B6_octahedral_3d_d3.50_q0_m1_R2SCAN-3C,octahedral_3d,3.5,0,1,R2SCAN-3C,,-148.633291763517,2.99475962,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d3.50_q0_m1_R2SCAN-3C/B6_octahedral_3d_d3.50_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d3.50_q0_m1_R2SCAN-3C/B6_octahedral_3d_d3.50_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1001_d3.50_q0_m1_R2SCAN-3C,random_3d_seed1001,3.5,0,1,R2SCAN-3C,,-148.633285496676,2.99493015,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d3.50_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d3.50_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d3.50_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d3.50_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1003_d2.20_q0_m1_R2SCAN-3C,random_3d_seed1003,2.2,0,1,R2SCAN-3C,,-148.633284521867,2.99495667,True,True,,,,False,calculations/stage1/B6_random_3d_seed1003_d2.20_q0_m1_R2SCAN-3C/B6_random_3d_seed1003_d2.20_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1003_d2.20_q0_m1_R2SCAN-3C/B6_random_3d_seed1003_d2.20_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1001_d3.00_q0_m1_R2SCAN-3C,random_3d_seed1001,3.0,0,1,R2SCAN-3C,,-148.633284357702,2.99496114,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d3.00_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d3.00_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d3.00_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d3.00_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1001_d2.50_q0_m1_R2SCAN-3C,random_3d_seed1001,2.5,0,1,R2SCAN-3C,,-148.633284255994,2.99496391,True,True,,,,False,calculations/stage1/B6_random_3d_seed1001_d2.50_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d2.50_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d2.50_q0_m1_R2SCAN-3C/B6_random_3d_seed1001_d2.50_q0_m1_R2SCAN-3C.out
B6_trigonal_prism_d3.50_q0_m1_R2SCAN-3C,trigonal_prism,3.5,0,1,R2SCAN-3C,,-148.631494235257,3.04367285,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d3.50_q0_m1_R2SCAN-3C/B6_trigonal_prism_d3.50_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d3.50_q0_m1_R2SCAN-3C/B6_trigonal_prism_d3.50_q0_m1_R2SCAN-3C.out
B6_trigonal_prism_d1.60_q0_m3_R2SCAN-3C,trigonal_prism,1.6,0,3,R2SCAN-3C,,-148.619398622796,3.37281124,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d1.60_q0_m3_R2SCAN-3C/B6_trigonal_prism_d1.60_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d1.60_q0_m3_R2SCAN-3C/B6_trigonal_prism_d1.60_q0_m3_R2SCAN-3C.out
B6_trigonal_prism_d1.60_q0_m1_R2SCAN-3C,trigonal_prism,1.6,0,1,R2SCAN-3C,,-148.613129261351,3.54340925,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d1.60_q0_m1_R2SCAN-3C/B6_trigonal_prism_d1.60_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d1.60_q0_m1_R2SCAN-3C/B6_trigonal_prism_d1.60_q0_m1_R2SCAN-3C.out
B6_random_3d_seed1004_d3.00_q0_m5_R2SCAN-3C,random_3d_seed1004,3.0,0,5,R2SCAN-3C,,-148.609703614182,3.63662586,False,False,,,,False,calculations/stage1/B6_random_3d_seed1004_d3.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d3.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1004_d3.00_q0_m5_R2SCAN-3C/B6_random_3d_seed1004_d3.00_q0_m5_R2SCAN-3C.out
B6_trigonal_prism_d2.20_q0_m3_R2SCAN-3C,trigonal_prism,2.2,0,3,R2SCAN-3C,,-148.605297528324,3.75652156,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d2.20_q0_m3_R2SCAN-3C/B6_trigonal_prism_d2.20_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d2.20_q0_m3_R2SCAN-3C/B6_trigonal_prism_d2.20_q0_m3_R2SCAN-3C.out
B6_trigonal_prism_d2.50_q0_m3_R2SCAN-3C,trigonal_prism,2.5,0,3,R2SCAN-3C,,-148.605297527125,3.75652160,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d2.50_q0_m3_R2SCAN-3C/B6_trigonal_prism_d2.50_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d2.50_q0_m3_R2SCAN-3C/B6_trigonal_prism_d2.50_q0_m3_R2SCAN-3C.out
B6_trigonal_prism_d2.00_q0_m3_R2SCAN-3C,trigonal_prism,2.0,0,3,R2SCAN-3C,,-148.605297524337,3.75652167,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d2.00_q0_m3_R2SCAN-3C/B6_trigonal_prism_d2.00_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d2.00_q0_m3_R2SCAN-3C/B6_trigonal_prism_d2.00_q0_m3_R2SCAN-3C.out
B6_trigonal_prism_d1.80_q0_m3_R2SCAN-3C,trigonal_prism,1.8,0,3,R2SCAN-3C,,-148.605297523972,3.75652168,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d1.80_q0_m3_R2SCAN-3C/B6_trigonal_prism_d1.80_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d1.80_q0_m3_R2SCAN-3C/B6_trigonal_prism_d1.80_q0_m3_R2SCAN-3C.out
B6_trigonal_prism_d2.20_q0_m1_R2SCAN-3C,trigonal_prism,2.2,0,1,R2SCAN-3C,,-148.594156676456,4.05967959,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d2.20_q0_m1_R2SCAN-3C/B6_trigonal_prism_d2.20_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d2.20_q0_m1_R2SCAN-3C/B6_trigonal_prism_d2.20_q0_m1_R2SCAN-3C.out
