calculation_name,geometry_type,distance,charge,multiplicity,method,basis,total_energy_hartree,relative_energy_ev,normal_termination,optimization_converged,has_imaginary_frequencies,n_imaginary_frequencies,lowest_frequency_cm-1,is_true_minimum,xyz_file,output_file
B6_rectangular_planar_d2.00_q0_m5_R2SCAN-3C,rectangular_planar,2.0,0,5,R2SCAN-3C,,-148.602422456832,3.83475625,True,True,,,,False,calculations/stage1/B6_rectangular_planar_d2.00_q0_m5_R2SCAN-3C/B6_rectangular_planar_d2.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_rectangular_planar_d2.00_q0_m5_R2SCAN-3C/B6_rectangular_planar_d2.00_q0_m5_R2SCAN-3C.out
B6_linear_chain_d2.20_q0_m3_R2SCAN-3C,linear_chain,2.2,0,3,R2SCAN-3C,,-148.594798951908,4.04220238,True,True,,,,False,calculations/stage1/B6_linear_chain_d2.20_q0_m3_R2SCAN-3C/B6_linear_chain_d2.20_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d2.20_q0_m3_R2SCAN-3C/B6_linear_chain_d2.20_q0_m3_R2SCAN-3C.out
B6_linear_chain_d1.80_q0_m3_R2SCAN-3C,linear_chain,1.8,0,3,R2SCAN-3C,,-148.594798660076,4.04221032,True,True,,,,False,calculations/stage1/B6_linear_chain_d1.80_q0_m3_R2SCAN-3C/B6_linear_chain_d1.80_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d1.80_q0_m3_R2SCAN-3C/B6_linear_chain_d1.80_q0_m3_R2SCAN-3C.out
B6_trigonal_prism_d2.20_q0_m1_R2SCAN-3C,trigonal_prism,2.2,0,1,R2SCAN-3C,,-148.594156676456,4.05967959,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d2.20_q0_m1_R2SCAN-3C/B6_trigonal_prism_d2.20_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d2.20_q0_m1_R2SCAN-3C/B6_trigonal_prism_d2.20_q0_m1_R2SCAN-3C.out
B6_trigonal_prism_d1.80_q0_m1_R2SCAN-3C,trigonal_prism,1.8,0,1,R2SCAN-3C,,-148.594156675904,4.05967960,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d1.80_q0_m1_R2SCAN-3C/B6_trigonal_prism_d1.80_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d1.80_q0_m1_R2SCAN-3C/B6_trigonal_prism_d1.80_q0_m1_R2SCAN-3C.out
B6_trigonal_prism_d2.00_q0_m1_R2SCAN-3C,trigonal_prism,2.0,0,1,R2SCAN-3C,,-148.594156673771,4.05967966,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d2.00_q0_m1_R2SCAN-3C/B6_trigonal_prism_d2.00_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d2.00_q0_m1_R2SCAN-3C/B6_trigonal_prism_d2.00_q0_m1_R2SCAN-3C.out
B6_linear_chain_d1.60_q0_m3_R2SCAN-3C,linear_chain,1.6,0,3,R2SCAN-3C,,-148.589068445333,4.19813741,True,True,,,,False,calculations/stage1/B6_linear_chain_d1.60_q0_m3_R2SCAN-3C/B6_linear_chain_d1.60_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d1.60_q0_m3_R2SCAN-3C/B6_linear_chain_d1.60_q0_m3_R2SCAN-3C.out
B6_linear_chain_d2.50_q0_m3_R2SCAN-3C,linear_chain,2.5,0,3,R2SCAN-3C,,-148.589067535583,4.19816217,True,True,,,,False,calculations/stage1/B6_linear_chain_d2.50_q0_m3_R2SCAN-3C/B6_linear_chain_d2.50_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d2.50_q0_m3_R2SCAN-3C/B6_linear_chain_d2.50_q0_m3_R2SCAN-3C.out
B6_linear_chain_d2.00_q0_m3_R2SCAN-3C,linear_chain,2.0,0,3,R2SCAN-3C,,-148.589066698173,4.19818495,True,True,,,,False,calculations/stage1/B6_linear_chain_d2.00_q0_m3_R2SCAN-3C/B6_linear_chain_d2.00_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d2.00_q0_m3_R2SCAN-3C/B6_linear_chain_d2.00_q0_m3_R2SCAN-3C.out
B6_trigonal_prism_d1.60_q0_m5_R2SCAN-3C,trigonal_prism,1.6,0,5,R2SCAN-3C,,-148.572321803974,4.65383674,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d1.60_q0_m5_R2SCAN-3C/B6_trigonal_prism_d1.60_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d1.60_q0_m5_R2SCAN-3C/B6_trigonal_prism_d1.60_q0_m5_R2SCAN-3C.out
B6_trigonal_prism_d2.00_q0_m5_R2SCAN-3C,trigonal_prism,2.0,0,5,R2SCAN-3C,,-148.560739120289,4.96901762,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d2.00_q0_m5_R2SCAN-3C/B6_trigonal_prism_d2.00_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d2.00_q0_m5_R2SCAN-3C/B6_trigonal_prism_d2.00_q0_m5_R2SCAN-3C.out
B6_trigonal_prism_d2.50_q0_m5_R2SCAN-3C,trigonal_prism,2.5,0,5,R2SCAN-3C,,-148.560739107955,4.96901795,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d2.50_q0_m5_R2SCAN-3C/B6_trigonal_prism_d2.50_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d2.50_q0_m5_R2SCAN-3C/B6_trigonal_prism_d2.50_q0_m5_R2SCAN-3C.out
B6_trigonal_prism_d2.20_q0_m5_R2SCAN-3C,trigonal_prism,2.2,0,5,R2SCAN-3C,,-148.560739104774,4.96901804,True,True,,,,False,calculations/stage1/B6_trigonal_prism_d2.20_q0_m5_R2SCAN-3C/B6_trigonal_prism_d2.20_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d2.20_q0_m5_R2SCAN-3C/B6_trigonal_prism_d2.20_q0_m5_R2SCAN-3C.out
B6_planar_ring_d2.00_q0_m1_R2SCAN-3C,planar_ring,2.0,0,1,R2SCAN-3C,,-148.518809913033,6.10996947,False,False,,,,False,calculations/stage1/B6_planar_ring_d2.00_q0_m1_R2SCAN-3C/B6_planar_ring_d2.00_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_planar_ring_d2.00_q0_m1_R2SCAN-3C/B6_planar_ring_d2.00_q0_m1_R2SCAN-3C.out
B6_linear_chain_d3.00_q0_m1_R2SCAN-3C,linear_chain,3.0,0,1,R2SCAN-3C,,-148.513347580772,6.25860710,True,True,,,,False,calculations/stage1/B6_linear_chain_d3.00_q0_m1_R2SCAN-3C/B6_linear_chain_d3.00_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d3.00_q0_m1_R2SCAN-3C/B6_linear_chain_d3.00_q0_m1_R2SCAN-3C.out
B6_linear_chain_d2.50_q0_m1_R2SCAN-3C,linear_chain,2.5,0,1,R2SCAN-3C,,-148.501913867712,6.56973428,True,True,,,,False,calculations/stage1/B6_linear_chain_d2.50_q0_m1_R2SCAN-3C/B6_linear_chain_d2.50_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d2.50_q0_m1_R2SCAN-3C/B6_linear_chain_d2.50_q0_m1_R2SCAN-3C.out
B6_linear_chain_d2.20_q0_m1_R2SCAN-3C,linear_chain,2.2,0,1,R2SCAN-3C,,-148.501913865754,6.56973434,True,True,,,,False,calculations/stage1/B6_linear_chain_d2.20_q0_m1_R2SCAN-3C/B6_linear_chain_d2.20_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d2.20_q0_m1_R2SCAN-3C/B6_linear_chain_d2.20_q0_m1_R2SCAN-3C.out
B6_linear_chain_d2.00_q0_m1_R2SCAN-3C,linear_chain,2.0,0,1,R2SCAN-3C,,-148.501913864572,6.56973437,True,True,,,,False,calculations/stage1/B6_linear_chain_d2.00_q0_m1_R2SCAN-3C/B6_linear_chain_d2.00_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d2.00_q0_m1_R2SCAN-3C/B6_linear_chain_d2.00_q0_m1_R2SCAN-3C.out
B6_linear_chain_d1.80_q0_m1_R2SCAN-3C,linear_chain,1.8,0,1,R2SCAN-3C,,-148.501913864498,6.56973437,True,True,,,,False,calculations/stage1/B6_linear_chain_d1.80_q0_m1_R2SCAN-3C/B6_linear_chain_d1.80_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d1.80_q0_m1_R2SCAN-3C/B6_linear_chain_d1.80_q0_m1_R2SCAN-3C.out
B6_octahedral_3d_d2.20_q0_m1_R2SCAN-3C,octahedral_3d,2.2,0,1,R2SCAN-3C,,-148.479938616605,7.16771133,True,True,,,,False,calculations/stage1/B6_octahedral_3d_d2.20_q0_m1_R2SCAN-3C/B6_octahedral_3d_d2.20_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_octahedral_3d_d2.20_q0_m1_R2SCAN-3C/B6_octahedral_3d_d2.20_q0_m1_R2SCAN-3C.out
B6_linear_chain_d1.60_q0_m1_R2SCAN-3C,linear_chain,1.6,0,1,R2SCAN-3C,,-148.438998573661,8.28174665,True,True,,,,False,calculations/stage1/B6_linear_chain_d1.60_q0_m1_R2SCAN-3C/B6_linear_chain_d1.60_q0_m1_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d1.60_q0_m1_R2SCAN-3C/B6_linear_chain_d1.60_q0_m1_R2SCAN-3C.out
B6_linear_chain_d3.00_q0_m3_R2SCAN-3C,linear_chain,3.0,0,3,R2SCAN-3C,,-148.433863916505,8.42146779,False,False,,,,False,calculations/stage1/B6_linear_chain_d3.00_q0_m3_R2SCAN-3C/B6_linear_chain_d3.00_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d3.00_q0_m3_R2SCAN-3C/B6_linear_chain_d3.00_q0_m3_R2SCAN-3C.out
B6_planar_ring_d3.00_q0_m3_R2SCAN-3C,planar_ring,3.0,0,3,R2SCAN-3C,,-148.161189021499,15.84132968,False,False,,,,False,calculations/stage1/B6_planar_ring_d3.00_q0_m3_R2SCAN-3C/B6_planar_ring_d3.00_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_planar_ring_d3.00_q0_m3_R2SCAN-3C/B6_planar_ring_d3.00_q0_m3_R2SCAN-3C.out
B6_linear_chain_d3.50_q0_m3_R2SCAN-3C,linear_chain,3.5,0,3,R2SCAN-3C,,-147.941921228107,21.80791030,False,False,,,,False,calculations/stage1/B6_linear_chain_d3.50_q0_m3_R2SCAN-3C/B6_linear_chain_d3.50_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d3.50_q0_m3_R2SCAN-3C/B6_linear_chain_d3.50_q0_m3_R2SCAN-3C.out
B6_compact_planar_triangle_d3.50_q0_m3_R2SCAN-3C,compact_planar_triangle,3.5,0,3,R2SCAN-3C,,-147.887695873544,23.28345736,False,False,,,,False,calculations/stage1/B6_compact_planar_triangle_d3.50_q0_m3_R2SCAN-3C/B6_compact_planar_triangle_d3.50_q0_m3_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_compact_planar_triangle_d3.50_q0_m3_R2SCAN-3C/B6_compact_planar_triangle_d3.50_q0_m3_R2SCAN-3C.out
B6_linear_chain_d3.50_q0_m5_R2SCAN-3C,linear_chain,3.5,0,5,R2SCAN-3C,,,,False,False,,,,False,calculations/stage1/B6_linear_chain_d3.50_q0_m5_R2SCAN-3C/B6_linear_chain_d3.50_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_linear_chain_d3.50_q0_m5_R2SCAN-3C/B6_linear_chain_d3.50_q0_m5_R2SCAN-3C.out
B6_random_3d_seed1001_d3.50_q0_m5_R2SCAN-3C,random_3d_seed1001,3.5,0,5,R2SCAN-3C,,,,False,False,,,,False,calculations/stage1/B6_random_3d_seed1001_d3.50_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d3.50_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_random_3d_seed1001_d3.50_q0_m5_R2SCAN-3C/B6_random_3d_seed1001_d3.50_q0_m5_R2SCAN-3C.out
B6_trigonal_prism_d3.50_q0_m5_R2SCAN-3C,trigonal_prism,3.5,0,5,R2SCAN-3C,,,,False,False,,,,False,calculations/stage1/B6_trigonal_prism_d3.50_q0_m5_R2SCAN-3C/B6_trigonal_prism_d3.50_q0_m5_R2SCAN-3C_optimized.xyz,calculations/stage1/B6_trigonal_prism_d3.50_q0_m5_R2SCAN-3C/B6_trigonal_prism_d3.50_q0_m5_R2SCAN-3C.out
